route_id,vehicle_id,swap,swap_cost_pln,overrun_cost_pln,total_cost_pln
430,149,True,1522.071,0.0,1522.071
431,3,True,1960.692,0.0,1755.9450000000002
432,113,True,1960.692,0.0,1800.475
433,123,True,1674.327,0.0,1481.667
425,128,True,1725.888,0.0,1725.888
543,74,True,1891.4920000000002,0.0,1657.7060000000001
544,78,True,1580.913,0.0,1417.864
545,112,True,1504.8049999999998,0.0,1504.8049999999998
549,64,True,1929.428,0.0,1238.314
548,110,True,1730.587,0.0,1399.232
550,11,True,1634.835,0.0,1634.835
546,134,True,1777.854,0.0,1720.787
547,32,True,2227.559,0.0,1277.144
557,7,True,2081.9719999999998,0.0,1503.6770000000001
552,22,True,2222.9300000000003,0.0,1762.938
553,27,True,1683.3139999999999,0.0,1682.9900000000002
554,115,True,1669.516,0.0,1383.897
555,100,True,2235.0,0.0,1486.357
556,141,True,2107.207,0.0,1379.874
558,61,True,1934.524,0.0,1598.658
551,156,False,0.0,0.0,0.0
672,1,False,0.0,0.0,0.0
666,3,False,0.0,0.0,0.0
667,4,False,0.0,0.0,0.0
668,5,False,0.0,0.0,0.0
669,2,False,0.0,0.0,0.0
670,6,False,0.0,0.0,0.0
671,13,False,0.0,0.0,0.0
673,19,False,0.0,0.0,0.0
678,23,False,0.0,0.0,0.0
675,24,False,0.0,0.0,0.0
676,15,False,0.0,0.0,0.0
677,21,False,0.0,0.0,0.0
665,18,False,0.0,0.0,0.0
679,8,False,0.0,0.0,0.0
680,43,False,0.0,0.0,0.0
681,9,False,0.0,0.0,0.0
674,10,False,0.0,0.0,0.0
664,44,False,0.0,0.0,0.0
659,12,False,0.0,0.0,0.0
662,25,False,0.0,0.0,0.0
645,49,False,0.0,0.0,0.0
646,28,False,0.0,0.0,0.0
647,52,False,0.0,0.0,0.0
648,20,False,0.0,0.0,0.0
649,14,False,0.0,0.0,0.0
725,100,True,1592.531,0.0,1506.82
650,29,False,0.0,0.0,0.0
651,60,False,0.0,0.0,0.0
663,34,False,0.0,0.0,0.0
652,26,False,0.0,0.0,0.0
654,31,False,0.0,0.0,0.0
655,35,False,0.0,0.0,0.0
656,37,False,0.0,0.0,0.0
657,40,False,0.0,0.0,0.0
658,48,False,0.0,0.0,0.0
682,67,False,0.0,0.0,0.0
660,16,False,0.0,0.0,0.0
661,39,False,0.0,0.0,0.0
653,71,False,0.0,0.0,0.0
683,50,False,0.0,0.0,0.0
688,73,False,0.0,0.0,0.0
685,45,False,0.0,0.0,0.0
709,56,True,1920.9269999999997,0.0,1300.0790000000002
710,46,True,1299.694,0.0,1299.694
711,32,True,1393.191,0.0,1281.757
712,87,True,1584.588,0.0,1438.095
713,17,False,0.0,0.0,0.0
714,107,True,1669.1570000000002,0.0,1532.52
715,58,True,1773.646,0.0,1270.084
716,74,True,1523.598,0.0,1484.6970000000001
717,82,False,0.0,0.0,0.0
718,42,True,2054.849,0.0,1374.196
719,47,False,0.0,0.0,0.0
720,30,False,0.0,0.0,0.0
721,41,True,1730.3020000000001,0.0,1435.533
722,55,False,0.0,0.0,0.0
723,103,False,0.0,0.0,0.0
724,97,False,0.0,0.0,0.0
644,59,False,0.0,0.0,0.0
708,75,False,0.0,0.0,0.0
707,85,False,0.0,0.0,0.0
706,65,False,0.0,0.0,0.0
705,66,False,0.0,0.0,0.0
686,90,False,0.0,0.0,0.0
687,83,False,0.0,0.0,0.0
689,91,False,0.0,0.0,0.0
690,68,False,0.0,0.0,0.0
691,51,False,0.0,0.0,0.0
692,84,False,0.0,0.0,0.0
693,54,False,0.0,0.0,0.0
694,76,False,0.0,0.0,0.0
684,96,False,0.0,0.0,0.0
695,98,False,0.0,0.0,0.0
697,57,False,0.0,0.0,0.0
698,81,False,0.0,0.0,0.0
699,88,False,0.0,0.0,0.0
700,89,False,0.0,0.0,0.0
701,92,False,0.0,0.0,0.0
702,69,False,0.0,0.0,0.0
703,104,False,0.0,0.0,0.0
704,99,False,0.0,0.0,0.0
696,101,False,0.0,0.0,0.0
643,105,False,0.0,0.0,0.0
634,93,False,0.0,0.0,0.0
641,106,False,0.0,0.0,0.0
580,108,False,0.0,0.0,0.0
581,119,False,0.0,0.0,0.0
582,124,False,0.0,0.0,0.0
583,127,False,0.0,0.0,0.0
584,111,False,0.0,0.0,0.0
585,70,False,0.0,0.0,0.0
586,114,False,0.0,0.0,0.0
587,116,False,0.0,0.0,0.0
588,130,False,0.0,0.0,0.0
589,95,False,0.0,0.0,0.0
590,117,False,0.0,0.0,0.0
591,136,False,0.0,0.0,0.0
592,77,False,0.0,0.0,0.0
593,123,False,0.0,0.0,0.0
594,109,False,0.0,0.0,0.0
595,113,False,0.0,0.0,0.0
596,131,False,0.0,0.0,0.0
578,122,False,0.0,0.0,0.0
597,129,False,0.0,0.0,0.0
577,138,False,0.0,0.0,0.0
575,79,False,0.0,0.0,0.0
642,133,False,0.0,0.0,0.0
559,135,False,0.0,0.0,0.0
560,102,False,0.0,0.0,0.0
561,118,False,0.0,0.0,0.0
562,126,False,0.0,0.0,0.0
563,128,False,0.0,0.0,0.0
564,139,False,0.0,0.0,0.0
565,132,False,0.0,0.0,0.0
566,148,False,0.0,0.0,0.0
567,137,False,0.0,0.0,0.0
568,144,False,0.0,0.0,0.0
569,140,False,0.0,0.0,0.0
570,143,False,0.0,0.0,0.0
571,150,False,0.0,0.0,0.0
572,155,False,0.0,0.0,0.0
573,147,False,0.0,0.0,0.0
574,142,False,0.0,0.0,0.0
576,168,False,0.0,0.0,0.0
598,149,False,0.0,0.0,0.0
579,145,False,0.0,0.0,0.0
600,169,False,0.0,0.0,0.0
622,146,False,0.0,0.0,0.0
623,151,False,0.0,0.0,0.0
624,156,False,0.0,0.0,0.0
625,154,False,0.0,0.0,0.0
626,157,False,0.0,0.0,0.0
627,161,False,0.0,0.0,0.0
629,152,False,0.0,0.0,0.0
630,159,False,0.0,0.0,0.0
621,158,False,0.0,0.0,0.0
631,173,False,0.0,0.0,0.0
633,174,False,0.0,0.0,0.0
635,163,False,0.0,0.0,0.0
636,166,False,0.0,0.0,0.0
637,160,False,0.0,0.0,0.0
638,176,False,0.0,0.0,0.0
639,164,False,0.0,0.0,0.0
599,178,False,0.0,0.0,0.0
640,179,False,0.0,0.0,0.0
632,162,False,0.0,0.0,0.0
620,141,True,2113.08,0.0,1379.874
628,180,False,0.0,0.0,0.0
602,86,True,1873.439,0.0,1393.624
601,115,True,1881.921,0.0,1383.897
619,120,True,1924.054,0.0,1395.1499999999999
603,80,True,1873.439,0.0,1407.933
604,165,False,0.0,0.0,0.0
605,33,True,1924.054,0.0,1502.1999999999998
606,167,False,0.0,0.0,0.0
608,170,False,0.0,0.0,0.0
609,7,True,1881.921,0.0,1503.6770000000001
610,61,True,1924.054,0.0,1598.658
607,171,False,0.0,0.0,0.0
612,172,False,0.0,0.0,0.0
613,177,False,0.0,0.0,0.0
614,38,True,1556.283,0.0,1543.527
615,134,True,2006.134,0.0,1674.191
616,64,True,1823.679,0.0,1238.314
617,72,True,1823.679,0.0,1508.013
618,62,True,1823.679,0.0,1573.723
611,94,True,1907.915,0.0,1407.933
835,3,False,0.0,0.0,0.0
841,5,False,0.0,0.0,0.0
836,1,False,0.0,0.0,0.0
837,4,False,0.0,0.0,0.0
838,6,False,0.0,0.0,0.0
